,EinheitMastrNummer,DatumLetzteAktualisierung,Name,Einheitart,Einheittyp,Standort,Bruttoleistung,Erzeugungsleistung,EinheitBetriebsstatus,Anlagenbetreiber,EegMastrNummer,KwkMastrNummer,SpeMastrNummer,GenMastrNummer,BestandsanlageMastrNummer_basic,NichtVorhandenInMigriertenEinheiten,EinheitSystemstatus,NameKraftwerk,NameKraftwerksblock,DatumBaubeginn,AnzeigeEinerStilllegung,ArtDerStilllegung,DatumBeginnVorlaeufigenOderEndgueltigenStilllegung,SteigerungNettonennleistungKombibetrieb,AnlageIstImKombibetrieb,MastrNummernKombibetrieb,NetzreserveAbDatum,SicherheitsbereitschaftAbDatum,Hauptbrennstoff,WeitererHauptbrennstoff,WeitereBrennstoffe,VerknuepfteErzeugungseinheiten,BestandteilGrenzkraftwerk,NettonennleistungDeutschland,AnteiligNutzungsberechtigte,Notstromaggregat,Einsatzort,KwkMastrNummer_extended,Technologie,AusschliesslicheVerwendungImKombibetrieb,NetzbetreiberMastrNummer,Registrierungsdatum,EinheitMastrNummer_extended,DatumLetzteAktualisierung_1,LokationMastrNummer,NetzbetreiberpruefungStatus,NetzbetreiberpruefungDatum,AnlagenbetreiberMastrNummer,Land,Bundesland,Landkreis,Gemeinde,Gemeindeschluessel,Postleitzahl,Gemarkung,FlurFlurstuecknummern,Strasse,StrasseNichtGefunden,Hausnummer,HausnummerNichtGefunden,Adresszusatz,Ort,Laengengrad,Breitengrad,UtmZonenwert,UtmEast,UtmNorth,GaussKruegerHoch,GaussKruegerRechts,Meldedatum,GeplantesInbetriebnahmedatum,Inbetriebnahmedatum,DatumEndgueltigeStilllegung,DatumBeginnVoruebergehendeStilllegung,DatumBeendigungVorlaeufigenStilllegung,DatumWiederaufnahmeBetrieb,EinheitSystemstatus_1,EinheitBetriebsstatus_extended,BestandsanlageMastrNummer,NichtVorhandenInMigriertenEinheiten_extended,AltAnlagenbetreiberMastrNummer,DatumDesBetreiberwechsels,DatumRegistrierungDesBetreiberwechsels,NameStromerzeugungseinheit,Weic,WeicDisplayName,Kraftwerksnummer,Energietraeger,Bruttoleistung_extended,Nettonennleistung,AnschlussAnHoechstOderHochSpannung,Schwarzstartfaehigkeit,Inselbetriebsfaehigkeit,Einsatzverantwortlicher,FernsteuerbarkeitNb,FernsteuerbarkeitDv,FernsteuerbarkeitDr,Einspeisungsart,PraequalifiziertFuerRegelenergie,GenMastrNummer_extended,Netzbetreiberzuordnungen,Hausnummer_nv,Weic_nv,Kraftwerksnummer_nv,DatenQuelle,DatumDownload,Registrierungsdatum_1,KwkMastrNummer_kwk,Zuschlagnummer,DatumLetzteAktualisierung_kwk,Inbetriebnahmedatum_kwk,Meldedatum_kwk,ThermischeNutzleistung,ElektrischeKwkLeistung,VerknuepfteEinheiten_kwk,AnlageBetriebsstatus_kwk,AusschreibungZuschlag_kwk,Netzbetreiberzuordnungen_1,DatenQuelle_1,DatumDownload_1,Registrierungsdatum_2,GenMastrNummer_permit,DatumLetzteAktualisierung_permit,Art,Datum,Behoerde,Aktenzeichen,Frist,WasserrechtsNummer,WasserrechtAblaufdatum,Meldedatum_permit,VerknuepfteEinheiten,Frist_nv,WasserrechtAblaufdatum_nv,Netzbetreiberzuordnungen_2,DatenQuelle_2,DatumDownload_2
14087,SEE979106315205,2019-08-02 09:15:20.585463,,,Verbrennung,,3.0,,In Betrieb,,,KWK957237167016,,,,0,Aktiviert,Mini-BHKW - KTE Alt Meimersdorf,Mini-BHKW - KTE Alt Meimersdorf,,,,,,,,,,"Erdgas, Erdölgas",,,,,,,False,,KWK957237167016,Verbrennungsmotor,,,2019-08-02,SEE979106315205,2019-08-02 09:15:20.585463,SEL951379355539,1,,ABR937952757747,Deutschland,Schleswig-Holstein,Kiel,Kiel,1002000,24145,,,,,,,,Kiel,,,,,,,,,,2015-05-01,,,,,Aktiviert,In Betrieb,,False,,,,Mini-BHKW - KTE Alt Meimersdorf,,,,Erdgas,3.0,3.0,,,,,False,,,Teileinspeisung (einschließlich Eigenverbrauch),,,,,False,False,bulk,2024-01-08,2019-08-02,KWK957237167016,,2019-08-02 09:15:20.371451,2015-05-01,,8.0,3.0,,,,,bulk,2024-01-08,,,,,,,,,,,,,,,,,
16772,SEE965712015158,2020-12-04 10:58:18.700838,,,Verbrennung,,20.0,,In Betrieb,,,KWK921087636831,,,,0,Aktiviert,T023065,BHKW 1,,,,,,,,,,"Erdgas, Erdölgas",,,,,,,False,,KWK921087636831,Verbrennungsmotor,,,2019-09-19,SEE965712015158,2020-12-04 10:58:18.700838,SEL923077846060,1,,ABR967793480382,Deutschland,Schleswig-Holstein,Kiel,Kiel,1002000,24149,,,,,,,,Kiel,,,,,,,,,,2016-09-30,,,,,Aktiviert,In Betrieb,,False,,,,T023065,,,,Erdgas,20.0,20.0,,,,,False,,,Teileinspeisung (einschließlich Eigenverbrauch),,,,,False,False,bulk,2024-01-08,2019-09-19,KWK921087636831,,2020-12-04 10:58:18.669588,2016-09-30,,46.7,20.0,,,,,bulk,2024-01-08,,,,,,,,,,,,,,,,,
17784,SEE964567144747,2023-11-13 11:53:24.863579,,,Verbrennung,,0.75,,In Betrieb,,,KWK998214325371,,,,0,Aktiviert,Viessmann Vitovalor 300-p,Brennstoffzelle Heizgerät,,,,,,,,,,"Erdgas, Erdölgas",,,,,,,False,,KWK998214325371,Brennstoffzelle,,,2019-10-08,SEE964567144747,2023-11-13 11:53:24.863579,SEL921615354855,1,,ABR996035174321,Deutschland,Schleswig-Holstein,Kiel,Kiel,1002000,24107,,,,,,,,Kiel,,,,,,,,,,2018-07-05,,,,,Aktiviert,In Betrieb,,False,,,,Keller,,,,Erdgas,0.75,0.75,,,,,False,,,Teileinspeisung (einschließlich Eigenverbrauch),,,,,False,False,bulk,2024-01-08,2019-10-08,KWK998214325371,,2023-11-13 11:53:24.816710,2018-06-27,,1.0,0.75,,,,,bulk,2024-01-08,,,,,,,,,,,,,,,,,
18101,SEE924377435374,2019-10-15 13:40:02.471511,,,Verbrennung,,6200.0,,In Betrieb,,,KWK910013043072,,SGE972492055588,,0,Aktiviert,Müllverbrennung Kiel,Kessel 4 ＆ 5,,,,,,False,,,,"Abfall (Hausmüll, Siedl.abf.)",Feste biogene Stoffe und Abfälle (ohne Holz),,,False,,,False,,KWK910013043072,Gegendruckmaschine mit Entnahme,,,2019-10-15,SEE924377435374,2019-10-15 13:40:02.471511,SEL983214326473,1,,ABR976881120116,Deutschland,Schleswig-Holstein,Kiel,Kiel,1002000,24114,,,Theodor-Heuss-Ring,False,30,False,,Kiel,10.112567,54.307448,,,,,,,,1995-07-01,,,,,Aktiviert,In Betrieb,,False,,,,Generator MVK,,,,nicht biogener Abfall,6200.0,4000.0,False,,,,False,False,,Teileinspeisung (einschließlich Eigenverbrauch),,SGE972492055588,,False,True,False,bulk,2024-01-08,2019-10-15,KWK910013043072,,2019-10-15 13:40:02.274494,2019-10-15,,30000.0,5000.0,,,,,bulk,2024-01-08,2019-10-15,SGE972492055588,2019-10-15 13:40:02.274494,nach BImSchG i.V.m 17. BImSchV,1994-02-08,Gewerbeaufsichtsamt Kiel,,,,,,SEE924377435374,True,False,,bulk,2024-01-08
18429,SEE904838926122,2021-10-04 10:08:42.455036,,,Verbrennung,,250.0,,In Betrieb,,,KWK953924542289,,SGE916478671751,,0,Aktiviert,TKMS BHKW1 Kiel,TKMS BHKW1 Kiel,,,,,,False,,,,"Erdgas, Erdölgas",,,,False,,,False,,KWK953924542289,Gasturbinen ohne Abhitzekessel,,,2019-10-29,SEE904838926122,2021-10-04 10:08:42.455036,SEL946241031796,1,,ABR994606686372,Deutschland,Schleswig-Holstein,Kiel,Kiel,1002000,24143,,,Werftstraße,False,112,False,,Kiel,10.153826,54.315997,,,,,,,,2019-09-02,,,,,Aktiviert,In Betrieb,,False,,,,TKMS BHKW1 Kiel,,,,Erdgas,250.0,250.0,,,,,True,False,,Teileinspeisung (einschließlich Eigenverbrauch),,SGE916478671751,,False,True,False,bulk,2024-01-08,2019-10-29,KWK953924542289,,2021-10-04 10:09:27.393996,2019-09-02,,260.0,250.0,,,False,,bulk,2024-01-08,2019-10-29,SGE916478671751,2019-10-29 14:19:04.336460,nach BImSchG i.V.m 4. BImSchV,2017-09-12,"Schleswig-Holstein Landesamt für Landwirtschaft, Umwelt und ländliche Räume",LLUR 703 – G50/2017/003,,,,,"SEE953585939619, SEE904838926122",True,False,,bulk,2024-01-08
18466,SEE915510683981,2022-05-13 04:36:18.917959,,,Verbrennung,,20.0,,In Betrieb,,,KWK940169219069,,,,0,Aktiviert,,,,,,,,,,,,"Erdgas, Erdölgas",,,,,,,False,,KWK940169219069,Verbrennungsmotor,,,2019-10-18,SEE915510683981,2022-05-13 04:36:18.917959,SEL914080453444,1,,ABR948892427263,Deutschland,Schleswig-Holstein,Kiel,Kiel,1002000,24109,,,,,,,,Kiel,,,,,,,,,,2021-08-01,,,,,Aktiviert,In Betrieb,,False,,,,BHKW1 im 2. UG,,,,Erdgas,20.0,20.0,,,,,True,,,Teileinspeisung (einschließlich Eigenverbrauch),,,,,False,False,bulk,2024-01-08,2019-10-18,KWK940169219069,,2022-05-13 04:36:18.855464,2021-08-01,,44.0,20.0,,,False,,bulk,2024-01-08,,,,,,,,,,,,,,,,,
18468,SEE944111782786,2022-05-13 04:36:20.857587,,,Verbrennung,,20.0,,In Betrieb,,,KWK907072465747,,,,0,Aktiviert,,,,,,,,,,,,"Erdgas, Erdölgas",,,,,,,False,,KWK907072465747,Verbrennungsmotor,,,2019-10-18,SEE944111782786,2022-05-13 04:36:20.857587,SEL973151647519,1,,ABR948892427263,Deutschland,Schleswig-Holstein,Kiel,Kiel,1002000,24109,,,,,,,,Kiel,,,,,,,,,,2021-08-01,,,,,Aktiviert,In Betrieb,,False,,,,BHKW2im1.UG,,,,Erdgas,20.0,20.0,,,,,True,,,Teileinspeisung (einschließlich Eigenverbrauch),,,,,False,False,bulk,2024-01-08,2019-10-18,KWK907072465747,,2022-05-13 04:36:20.826336,2021-08-01,,44.0,20.0,,,,,bulk,2024-01-08,,,,,,,,,,,,,,,,,
18807,SEE917832635402,2020-11-26 10:56:07.210317,,,Verbrennung,,0.75,,In Betrieb,,,KWK923588757428,,,,0,Aktiviert,KWK-Anlage,Kraftwerkblock,,,,,,,,,,"Erdgas, Erdölgas",,,,,,,False,,KWK923588757428,Brennstoffzelle,,,2019-10-24,SEE917832635402,2020-11-26 10:56:07.210317,SEL914866523910,1,,ABR990192962395,Deutschland,Schleswig-Holstein,Kiel,Kiel,1002000,24109,,,,,,,,Kiel,,,,,,,,,,2019-10-17,,,,,Aktiviert,In Betrieb,,False,,,,Stromerzeugungseinheit,,,,Erdgas,0.75,0.75,,,,,False,,,Teileinspeisung (einschließlich Eigenverbrauch),,,,,False,False,bulk,2024-01-08,2019-10-24,KWK923588757428,,2020-11-26 10:56:07.163439,2019-10-21,,1.1,0.75,,,,,bulk,2024-01-08,,,,,,,,,,,,,,,,,
18848,SEE914264739210,2019-10-25 08:40:39.458444,,,Verbrennung,,20.0,,In Betrieb,,,KWK908116367805,,,,0,Aktiviert,konv. BHKW OOA Modul 2,konv. BHKW OOA Modul 2,,,,,,,,,,"Erdgas, Erdölgas",,,,,,,False,,KWK908116367805,Verbrennungsmotor,,,2019-10-25,SEE914264739210,2019-10-25 08:40:39.458444,SEL985891585433,1,,ABR998479573746,Deutschland,Schleswig-Holstein,Kiel,Kiel,1002000,24147,,,,,,,,Kiel,,,,,,,,,,2017-08-11,,,,,Aktiviert,In Betrieb,,False,,,,konv. BHKW OOA,,,,Erdgas,20.0,20.0,,,,,False,,,Volleinspeisung,,,,,False,False,bulk,2024-01-08,2019-10-25,KWK908116367805,,2019-10-25 08:40:39.316433,2017-08-11,,40.0,20.0,,,,,bulk,2024-01-08,,,,,,,,,,,,,,,,,
19075,SEE931212569545,2019-10-29 09:10:30.107101,,,Verbrennung,,30.0,,In Betrieb,,,KWK903618056288,,,,0,Aktiviert,konv. BHKW OOA,konv. BHKW OOA,,,,,,,,,,"Erdgas, Erdölgas",,,,,,,False,,KWK903618056288,Verbrennungsmotor,,,2019-10-29,SEE931212569545,2019-10-29 09:10:30.107101,SEL944684404252,1,,ABR998479573746,Deutschland,Schleswig-Holstein,Kiel,Kiel,1002000,24113,,,,,,,,Kiel,,,,,,,,,,2013-10-16,,,,,Aktiviert,In Betrieb,,False,,,,konv. BHKW OOA,,,,Erdgas,30.0,30.0,,,,,False,,,Teileinspeisung (einschließlich Eigenverbrauch),,,,,False,False,bulk,2024-01-08,2019-10-29,KWK903618056288,,2019-10-29 09:10:29.928090,2013-10-16,,62.0,30.0,,,,,bulk,2024-01-08,,,,,,,,,,,,,,,,,
19142,SEE953585939619,2021-10-04 10:09:27.440867,,,Verbrennung,,250.0,,In Betrieb,,,KWK953924542289,,SGE916478671751,,0,Aktiviert,TKMS BHKW2 Kiel,TKMS BHKW2 Kiel,,,,,,,,,,"Erdgas, Erdölgas",,,,,,,False,,KWK953924542289,Gasturbinen ohne Abhitzekessel,,,2019-10-29,SEE953585939619,2021-10-04 10:09:27.440867,SEL970295119933,1,,ABR994606686372,Deutschland,Schleswig-Holstein,Kiel,Kiel,1002000,24143,,,Werftstraße,False,112,False,,Kiel,10.153826,54.315997,,,,,,,,2019-09-02,,,,,Aktiviert,In Betrieb,,False,,,,TKMS BHKW2 Kiel,,,,Erdgas,250.0,250.0,,,,,True,False,,Teileinspeisung (einschließlich Eigenverbrauch),,SGE916478671751,,False,True,False,bulk,2024-01-08,2019-10-29,KWK953924542289,,2021-10-04 10:09:27.393996,2019-09-02,,260.0,250.0,,,False,,bulk,2024-01-08,2019-10-29,SGE916478671751,2019-10-29 14:19:04.336460,nach BImSchG i.V.m 4. BImSchV,2017-09-12,"Schleswig-Holstein Landesamt für Landwirtschaft, Umwelt und ländliche Räume",LLUR 703 – G50/2017/003,,,,,"SEE953585939619, SEE904838926122",True,False,,bulk,2024-01-08
19407,SEE981992346980,2021-02-25 13:17:46.794170,,,Verbrennung,,15.0,,In Betrieb,,,KWK988882567074,,,,0,Aktiviert,BHKW Strohredder,BHKW Strohredder,,,,,,,,,,"Erdgas, Erdölgas",,,,,,,False,,KWK988882567074,Verbrennungsmotor,,,2019-11-03,SEE981992346980,2021-02-25 13:17:46.794170,SEL909284462514,1,,ABR953227481704,Deutschland,Schleswig-Holstein,Kiel,Kiel,1002000,24149,,,,,,,,Kiel,,,,,,,,,,2012-04-01,,,,,Aktiviert,In Betrieb,,False,,,,BHKW Strohredder,,,,Erdgas,15.0,15.0,,,,,False,,,Teileinspeisung (einschließlich Eigenverbrauch),,,,,False,False,bulk,2024-01-08,2020-12-10,KWK988882567074,,2021-02-25 13:17:46.747294,2012-04-01,,30.0,15.0,,,False,,bulk,2024-01-08,,,,,,,,,,,,,,,,,
20758,SEE932129316970,2021-01-01 04:35:12.193177,,,Verbrennung,,358.0,,In Betrieb,,,KWK970281097245,,,,0,Aktiviert,BHKW Voith Kiel,BHKW Kiel,,,,,,False,,,,"Erdgas, Erdölgas",,,,False,,,True,Industrie,KWK970281097245,Gasturbinen mit Abhitzekessel,,,2019-11-22,SEE932129316970,2021-01-01 04:35:12.193177,SEL917795483751,1,,ABR997935228459,Deutschland,Schleswig-Holstein,Kiel,Kiel,1002000,24106,,,Uferstraße,False,80,False,,Kiel,10.109881,54.368752,,,,,,,,2009-07-06,,,,,Aktiviert,In Betrieb,,False,,,,Blockheizkraftwerk,,,,Erdgas,358.0,350.0,,,,,True,False,,Teileinspeisung (einschließlich Eigenverbrauch),,,,False,True,False,bulk,2024-01-08,2019-11-22,KWK970281097245,,2021-01-01 04:35:12.161925,2009-07-06,,500.0,358.0,,,False,,bulk,2024-01-08,,,,,,,,,,,,,,,,,
21400,SEE991577332345,2020-12-07 07:56:39.429094,,,Verbrennung,,372.0,,In Betrieb,,,KWK925252861424,,,,0,Aktiviert,BHKW Kiel-Wellsee,BHKW Kiel-Wellsee,,,,,,False,,,,"Erdgas, Erdölgas",,,,False,,,False,,KWK925252861424,Gasturbinen mit Abhitzekessel,,,2019-12-02,SEE991577332345,2020-12-07 07:56:39.429094,SEL978302332948,1,,ABR913208272851,Deutschland,Schleswig-Holstein,Kiel,Kiel,1002000,24145,,,Bunsenstraße,False,5,False,,Kiel,10.154363,54.280121,,,,,,,,2015-07-13,,,,,Aktiviert,In Betrieb,,False,,,,BHKW Kiel-Wellsee,,,,Erdgas,372.0,372.0,,,,,True,False,,Teileinspeisung (einschließlich Eigenverbrauch),,,,False,True,False,bulk,2024-01-08,2019-12-02,KWK925252861424,,2020-12-07 07:56:39.225973,2015-07-13,,486.0,372.0,,,False,,bulk,2024-01-08,,,,,,,,,,,,,,,,,
21746,SEE945977517710,2020-12-05 06:44:28.333294,,,Verbrennung,,5.5,,In Betrieb,,,KWK938761970105,,,,0,Aktiviert,Wohnhof Schilksee,,,,,,,,,,,"Erdgas, Erdölgas",,,,,,,False,,KWK938761970105,Verbrennungsmotor,,,2019-12-05,SEE945977517710,2020-12-05 06:44:28.333294,SEL934551058183,1,,ABR991027579467,Deutschland,Schleswig-Holstein,Kiel,Kiel,1002000,24159,,,,,,,,Kiel,,,,,,,,,,2014-07-29,,,,,Aktiviert,In Betrieb,,False,,,,Dachs,,,,Erdgas,5.5,5.0,,,,,False,,,Teileinspeisung (einschließlich Eigenverbrauch),,,,,False,False,bulk,2024-01-08,2019-12-05,KWK938761970105,,2020-12-05 06:44:28.255159,2014-07-29,,12.5,5.5,,,False,,bulk,2024-01-08,,,,,,,,,,,,,,,,,
22133,SEE991173693437,2020-02-05 12:11:35.677092,,,Verbrennung,,51.0,,In Betrieb,,,KWK937830330512,,,,0,Aktiviert,"BHKW, Lindenweg 26, 24159 Kiel, Kurt Engert Haus","BHKW, Lindenweg 26, 24159 Kiel, Kurt Engert Haus",,,,,,,,,,"Erdgas, Erdölgas",,,,,,,False,,KWK937830330512,Verbrennungsmotor,,,2019-12-11,SEE991173693437,2020-02-05 12:11:35.677092,SEL946429045645,1,,ABR985250519932,Deutschland,Schleswig-Holstein,Kiel,Kiel,1002000,24159,,,Lindenweg,False,26,False,,Kiel,10.151268,54.370925,,,,,,,,2019-12-06,,,,,Aktiviert,In Betrieb,,False,,2019-12-06,2020-02-05,"BHKW, Lindenweg 26, 24159 Kiel, Kurt Engert Haus",,,,Erdgas,51.0,50.0,,,,,False,,,Teileinspeisung (einschließlich Eigenverbrauch),,,,False,False,False,bulk,2024-01-08,2019-12-11,KWK937830330512,,2019-12-11 06:50:04.387622,2019-12-06,,92.0,50.0,,,False,,bulk,2024-01-08,,,,,,,,,,,,,,,,,
22801,SEE950558965507,2020-02-05 12:10:20.782257,,,Verbrennung,,51.0,,In Betrieb,,,KWK920156663266,,,,0,Aktiviert,"BHKW, Fritz Reuter Str. 23, 24159 Kiel","BHKW, Fritz Reuter Str. 23, 24159 Kiel",,,,,,,,,,"Erdgas, Erdölgas",,,,,,,False,,KWK920156663266,Verbrennungsmotor,,,2019-12-18,SEE950558965507,2020-02-05 12:10:20.782257,SEL948078045045,1,,ABR985250519932,Deutschland,Schleswig-Holstein,Kiel,Kiel,1002000,24159,,,Fritz-Reuter-Straße,False,23,False,,Kiel,10.160491,54.390789,,,,,,,,2019-12-11,,,,,Aktiviert,In Betrieb,,False,,2019-12-11,2020-02-05,"BHKW, Fritz Reuter Str. 23, 24159 Kiel",,,,Erdgas,51.0,50.0,,,,,False,,,Volleinspeisung,,,,False,False,False,bulk,2024-01-08,2019-12-18,KWK920156663266,,2019-12-18 05:34:10.388327,2019-12-11,,92.0,50.0,,,False,,bulk,2024-01-08,,,,,,,,,,,,,,,,,
23981,SEE905520275290,2023-07-04 10:32:33.144846,,,Verbrennung,,20.0,,In Betrieb,,,KWK991511587534,,,,0,Aktiviert,"RMB neoTower 20.0, ID 4338","RMB neoTower 20.0, ID 4338",,,,,,,,,,"Erdgas, Erdölgas",,,,,,,False,,KWK991511587534,Sonstige,,,2020-01-10,SEE905520275290,2023-07-04 10:32:33.144846,SEL907625416325,1,,ABR936131083790,Deutschland,Schleswig-Holstein,Kiel,Kiel,1002000,24148,,,,,,,,Kiel,,,,,,,,,,2019-10-24,,,,,Aktiviert,In Betrieb,,False,,,,BHKW01-4338,,,,Erdgas,20.0,20.0,,,,,False,,,Volleinspeisung,,,,,False,False,bulk,2024-01-08,2020-01-10,KWK991511587534,,2023-07-04 10:32:33.129218,2019-10-24,,40.0,20.0,,,False,,bulk,2024-01-08,,,,,,,,,,,,,,,,,
26870,SEE946692039433,2020-02-24 07:34:14.234939,,,Verbrennung,,5.5,,In Betrieb,,,KWK992453395874,,,,0,Aktiviert,Dachs,Dachs,,,,,,,,,,,"Erdgas, Erdölgas",,,,,,False,,KWK992453395874,Verbrennungsmotor,,,2020-02-24,SEE946692039433,2020-02-24 07:34:14.234939,SEL969941928081,1,,ABR986411573749,Deutschland,Schleswig-Holstein,Kiel,Kiel,1002000,24159,,,,,,,,Kiel,,,,,,,,,,2013-08-21,,,,,Aktiviert,In Betrieb,,False,,,,Dachs,,,,Erdgas,5.5,5.5,,,,,False,,,Teileinspeisung (einschließlich Eigenverbrauch),,,,,False,False,bulk,2024-01-08,2020-02-24,KWK992453395874,,2020-02-24 07:34:13.632883,2013-08-21,,14.8,5.5,,,False,,bulk,2024-01-08,,,,,,,,,,,,,,,,,
28942,SEE982949977738,2020-03-24 14:35:28.031499,,,Verbrennung,,5.5,,In Betrieb,,,KWK941730025911,,,,0,Aktiviert,Technikzentrale,KWK,,,,,,,,,,"Erdgas, Erdölgas",,,,,,,False,,KWK941730025911,Verbrennungsmotor,,,2020-03-24,SEE982949977738,2020-03-24 14:35:28.031499,SEL944446913046,1,,ABR942903937758,Deutschland,Schleswig-Holstein,Kiel,Kiel,1002000,24159,,,,,,,,Kiel,,,,,,,,,,2014-07-07,,,,,Aktiviert,In Betrieb,,False,,,,KWK1,,,,Erdgas,5.5,5.5,,,,,False,,,Teileinspeisung (einschließlich Eigenverbrauch),,,,,False,False,bulk,2024-01-08,2020-03-24,KWK941730025911,,2020-03-24 14:35:27.952494,2014-07-07,,12.5,5.5,,,False,,bulk,2024-01-08,,,,,,,,,,,,,,,,,
29969,SEE915251242232,2020-04-14 06:18:53.765871,,,Verbrennung,,5.5,,In Betrieb,,,KWK948877861891,,,,0,Aktiviert,Dachs,Dachs,,,,,,,,,,"Erdgas, Erdölgas",,,,,,,False,,KWK948877861891,Verbrennungsmotor,,,2020-04-14,SEE915251242232,2020-04-14 06:18:53.765871,SEL955585892758,1,,ABR963540485013,Deutschland,Schleswig-Holstein,Kiel,Kiel,1002000,24148,,,,,,,,Kiel,,,,,,,,,,2011-12-22,,,,,Aktiviert,In Betrieb,,False,,,,Dachs,,,,Erdgas,5.5,5.5,,,,,False,,,Teileinspeisung (einschließlich Eigenverbrauch),,,,,False,False,bulk,2024-01-08,2020-04-14,KWK948877861891,,2020-04-14 06:18:53.649864,2011-12-22,,14.8,5.5,,,False,,bulk,2024-01-08,,,,,,,,,,,,,,,,,
31104,SEE911934360064,2021-01-01 04:39:24.234766,,,Verbrennung,,50.0,,In Betrieb,,,KWK969705832067,,,,0,Aktiviert,BHKW Schulzentrum Elmschenhagen,BHKW 1,,,,,,,,,,"Erdgas, Erdölgas",,,,,,,False,,KWK969705832067,Verbrennungsmotor,,,2020-05-08,SEE911934360064,2021-01-01 04:39:24.234766,SEL901981694601,1,,ABR937952757747,Deutschland,Schleswig-Holstein,Kiel,Kiel,1002000,24146,,,Allgäuer Straße,False,30,False,,Kiel,10.193904,54.291697,,,,,,,,2009-05-25,,,,,Aktiviert,In Betrieb,,False,,,,BHKW Schulzentrum Elmschenhagen,,,,Erdgas,50.0,50.0,,,,,False,,,Teileinspeisung (einschließlich Eigenverbrauch),,,,False,False,False,bulk,2024-01-08,2020-05-08,KWK969705832067,,2021-01-01 04:39:24.203515,2009-05-25,,100.0,50.0,,,False,,bulk,2024-01-08,,,,,,,,,,,,,,,,,
31268,SEE973596066289,2020-05-12 05:57:36.124847,,,Verbrennung,,110.0,,In Betrieb,,,,,,,0,Aktiviert,,,,,,,,False,,,,"Heizöl, leicht",,,,False,,,True,Kraftwerk,,Verbrennungsmotor,,,2020-05-12,SEE973596066289,2020-05-12 05:57:36.124847,SEL957809846240,1,,ABR985250519932,Deutschland,Schleswig-Holstein,Kiel,Kiel,1002000,24109,,,Malmöweg,False,7,False,,Kiel,10.058293,54.321531,,,,,,,,1990-10-01,,,,,Aktiviert,In Betrieb,,False,,,,Notstromaggregat HWW,,,,Mineralölprodukte,110.0,110.0,,,,,False,False,,Teileinspeisung (einschließlich Eigenverbrauch),,,,False,True,False,bulk,2024-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31269,SEE962806089163,2020-05-12 06:10:24.548885,,,Verbrennung,,111.0,,In Betrieb,,,,,,,0,Aktiviert,Notstromaggregat HWN,Notstromaggregat HWN,,,,,,False,,,,"Heizöl, leicht",,,,False,,,True,Kraftwerk,,Verbrennungsmotor,,,2020-05-12,SEE962806089163,2020-05-12 06:10:24.548885,SEL981808569121,1,,ABR985250519932,Deutschland,Schleswig-Holstein,Kiel,Kiel,1002000,24106,,,Am Kiel-Kanal,False,25,False,,Kiel,10.135094,54.364804,,,,,,,,1990-10-01,,,,,Aktiviert,In Betrieb,,False,,,,Notstromaggregat HWN,,,,Mineralölprodukte,111.0,111.0,,,,,False,False,,Teileinspeisung (einschließlich Eigenverbrauch),,,,False,True,False,bulk,2024-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31272,SEE915124149729,2020-05-12 06:15:10.676407,,,Verbrennung,,111.0,,In Betrieb,,,,,,,0,Aktiviert,Notstromaggregat HWO,Notstromaggregat HWO,,,,,,False,,,,"Heizöl, leicht",,,,False,,,True,,,Verbrennungsmotor,,,2020-05-12,SEE915124149729,2020-05-12 06:15:10.676407,SEL996543268215,1,,ABR985250519932,Deutschland,Schleswig-Holstein,Kiel,Kiel,1002000,24149,,,Hasselfelde,False,16,False,,Kiel,10.183246,54.343447,,,,,,,,1990-10-01,,,,,Aktiviert,In Betrieb,,False,,,,Notstromaggregat HWO,,,,Mineralölprodukte,111.0,111.0,,,,,False,False,,Teileinspeisung (einschließlich Eigenverbrauch),,,,False,True,False,bulk,2024-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36446,SEE909622452689,2021-01-07 04:30:56.532798,,,Verbrennung,,5.5,,In Betrieb,,,KWK907920477939,,,,0,Aktiviert,,,,,,,,,,,,"Erdgas, Erdölgas",,,,,,,False,,KWK907920477939,Verbrennungsmotor,,,2020-08-14,SEE909622452689,2021-01-07 04:30:56.532798,SEL965984988631,1,,ABR955552944459,Deutschland,Schleswig-Holstein,Kiel,Kiel,1002000,24145,,,,,,,,Kiel,,,,,,,,,,2011-01-21,,,,,Aktiviert,In Betrieb,,False,,,,KWK17,,,,Erdgas,5.5,5.5,,,,,False,,,Teileinspeisung (einschließlich Eigenverbrauch),,,,,False,False,bulk,2024-01-08,2020-08-14,KWK907920477939,,2021-01-07 04:30:56.501550,2011-01-21,,12.0,5.5,,,False,,bulk,2024-01-08,,,,,,,,,,,,,,,,,
